City/Town,Ward,Pct,Martha Coakley,Scott P. Brown,Total Votes Cast,pop by share of vote
Waltham,3,2,640,666,1314,4618.308968
Waltham,4,1,568,780,1362,4787.014318
Waltham,4,2,155,173,329,1156.334589
Waltham,5,1,464,572,1049,3686.914846
Waltham,5,2,401,275,688,2418.110023
Waltham,6,1,487,380,874,3071.843255
Waltham,6,2,501,422,940,3303.813112
Waltham,7,1,713,643,1374,4829.190656
Waltham,7,2,222,141,368,1293.407687
Waltham,8,1,403,280,698,2453.256971
Waltham,8,2,485,468,960,3374.107008
Waltham,9,1,301,183,489,1718.685757
Waltham,9,2,348,222,580,2038.522984
Ware,-,A,376,421,823,2710.929596
Ware,-,B,315,604,949,3125.968635
Ware,-,C,436,760,1225,4035.101768
Wareham,-,1,554,728,1301,3608.799034
Wareham,-,2,565,749,1338,3711.432058
Wareham,-,3,506,742,1261,3497.844413
Wareham,-,4,569,731,1317,3653.180882
Wareham,-,5,530,963,1515,4202.406254
Wareham,-,6,406,716,1135,3148.337359
Warren,-,A,424,745,1188,3770.321384
Warren,-,B,170,241,430,1364.678616
Warwick,-,1,207,123,336,780
Washington,-,1,160,91,254,538
Watertown,-,1,471,338,812,2171.343109
Watertown,-,2,574,305,888,2374.572266
Watertown,-,3,681,301,996,2663.371596
Watertown,-,4,829,340,1185,3168.770423
Watertown,-,5,673,293,974,2604.542103
Watertown,-,6,599,389,997,2666.045664
Watertown,-,7,788,501,1295,3462.917889
Watertown,-,8,663,478,1151,3077.852116
Watertown,-,9,382,238,627,1676.640553
Watertown,-,10,586,508,1100,2941.474654
Watertown,-,11,496,438,947,2532.342271
Watertown,-,12,563,392,963,2575.127357
Wayland,-,1,935,670,1610,3191.995728
Wayland,-,2,933,683,1640,3251.473909
Wayland,-,3,817,656,1481,2936.239548
Wayland,-,4,912,906,1823,3614.290815
Webster,-,1,259,410,687,2501.939401
Webster,-,2,211,299,520,1893.753258
Webster,-,3,325,593,938,3416.039531
Webster,-,4,424,1022,1462,5324.360122
Webster,-,5,323,656,997,3630.907689
Wellesley,-,A,1036,920,1962,4589.590704
Wellesley,-,B,1042,896,1950,4561.519813
Wellesley,-,C,699,1306,2012,4706.55275
Wellesley,-,D,987,744,1740,4070.279218
Wellesley,-,E,924,971,1909,4465.610935
Wellesley,-,F,721,772,1497,3501.843672
Wellesley,-,G,562,326,892,2086.602909
Wellfleet,-,1,1075,596,1699,2750
Wendell,-,1,338,79,424,848
Wenham,-,1,675,1185,1874,4875
West Boylston,-,1,570,960,1549,3684.640509
West Boylston,-,2,565,1089,1675,3984.359491
West Bridgewater,-,1,399,1158,1570,3526.508607
West Bridgewater,-,2,443,1054,1509,3389.491393
West Brookfield,-,1,524,907,1449,3701
West Newbury,-,1,906,1281,2201,4235
West Springfield,-,1,203,187,398,1346.474976
West Springfield,-,2,227,246,480,1623.889418
West Springfield,-,3,385,543,941,3183.499881
West Springfield,-,4,448,644,1116,3775.542898
West Springfield,-,5,564,995,1584,5358.835081
West Springfield,-,6,472,884,1382,4675.448284
West Springfield,-,7,538,1119,1678,5676.846759
West Springfield,-,8,308,484,813,2750.462703
West Stockbridge,-,1,473,165,644,1306
West Tisbury,-,1,1034,347,1396,2740
Westborough,-,1,454,483,946,2496.434431
Westborough,-,2,526,635,1176,3103.389948
Westborough,-,3,584,672,1273,3359.36684
Westborough,-,4,732,981,1738,4586.472559
Westborough,-,5,714,1061,1791,4726.336222
Westfield,1,A,478,805,1300,4269.67711
Westfield,1,B,367,636,1018,3343.485614
Westfield,2,A,248,257,518,1701.30211
Westfield,2,B,393,554,975,3202.257832
Westfield,3,A,230,257,501,1645.467871
Westfield,3,B,448,626,1089,3576.675671
Westfield,4,A,232,411,649,2131.554188
Westfield,4,B,550,941,1515,4975.816017
Westfield,5,A,409,809,1228,4033.202685
Westfield,5,B,473,1011,1501,4929.834879
Westfield,6,A,392,794,1209,3970.799712
Westfield,6,B,323,674,1009,3313.926311
Westford,-,1,592,1005,1611,3575.276615
Westford,-,2,603,948,1560,3462.092812
Westford,-,3,662,1054,1724,3826.056415
Westford,-,4,706,962,1678,3723.969063
Westford,-,5,766,1014,1791,3974.748863
Westford,-,6,559,954,1527,3388.856233
Westhampton,-,1,415,431,856,1607
Westminster,-,1,514,1080,1610,3599.376344
Westminster,-,2,509,1124,1645,3677.623656
Weston,-,1,743,756,1507,3223.233998
Weston,-,2,570,638,1223,2615.803039
Weston,-,3,604,728,1342,2870.325166
Weston,-,4,511,675,1193,2551.637797
Westport,-,A,562,561,1141,2866.711744
Westport,-,B,647,819,1482,3723.459075
Westport,-,C,471,488,974,2447.131673
Westport,-,D,530,540,1086,2728.52669
Westport,-,E,688,795,1499,3766.170819
Westwood,-,1,760,1144,1918,3743.300935
Westwood,-,2,798,1125,1930,3766.720961
Westwood,-,3,811,1083,1903,3714.025901
Westwood,-,4,594,1123,1739,3393.952203
Weymouth,-,1,440,616,1079,2702.176002
Weymouth,-,2,527,748,1285,3218.068733
Weymouth,-,3,466,878,1364,3415.91109
Weymouth,-,4,402,811,1231,3082.834716
Weymouth,-,5,432,473,918,2298.978285
Weymouth,-,6,541,850,1413,3538.623439
Weymouth,-,7,489,821,1328,3325.755079
Weymouth,-,8,448,615,1080,2704.680336
Weymouth,-,9,523,850,1388,3476.015098
Weymouth,-,10,332,499,839,2101.135927
Weymouth,-,11,447,766,1229,3077.826048
Weymouth,-,12,507,889,1407,3523.597437
Weymouth,-,13,385,497,890,2228.856943
Weymouth,-,14,388,592,990,2479.290308
Weymouth,-,15,504,816,1330,3330.763747
Weymouth,-,16,509,938,1463,3663.840121
Weymouth,-,17,359,557,925,2316.508621
Weymouth,-,18,410,882,1301,3258.138071
Whately,-,1,420,305,740,1496
Whitman,-,1,486,928,1421,3779.160977
Whitman,-,2,385,912,1307,3475.977056
Whitman,-,3,388,972,1376,3659.483113
Whitman,-,4,425,912,1344,3574.378855
Wilbraham,-,A,555,963,1533,3346.802856
Wilbraham,-,B,526,1060,1602,3497.441732
Wilbraham,-,C,532,1061,1610,3514.907109
Wilbraham,-,D,603,1153,1768,3859.848303
Williamsburg,-,1,898,355,1272,2482
Williamstown,-,1,872,301,1181,3345.807088
Williamstown,-,2,316,47,365,1034.055535
Williamstown,-,3,924,265,1191,3374.137377
Wilmington,-,1,480,986,1475,3515.466531
Wilmington,-,2,457,1052,1531,3648.935091
Wilmington,-,3,535,1139,1690,4027.890467
Wilmington,-,4,543,1053,1606,3827.687627
Wilmington,-,5,569,1042,1629,3882.505071
Wilmington,-,6,473,953,1436,3422.515213
Winchendon,-,1,304,582,904,3160.624576
Winchendon,-,2,379,728,1122,3922.810591
Winchendon,-,3,303,599,920,3216.564834
Winchester,-,1,624,661,1298,2718.613621
Winchester,-,2,476,468,952,1993.92925
Winchester,-,3,849,549,1408,2949.004606
Winchester,-,4,703,736,1450,3036.972073
Winchester,-,5,558,763,1324,2773.069672
Winchester,-,6,500,787,1296,2714.424694
Winchester,-,7,620,746,1375,2879.88731
Winchester,-,8,549,543,1102,2308.098775
Windsor,-,1,252,141,395,899
Winthrop,-,1,453,662,1124,2991.577122
Winthrop,-,2,489,691,1190,3167.239124
Winthrop,-,3,469,531,1013,2696.145573
Winthrop,-,4,492,558,1061,2823.899757
Winthrop,-,5,530,685,1236,3289.670216
Winthrop,-,6,470,470,950,2528.468208
Woburn,1,1,386,502,895,2410.612591
Woburn,1,2,477,575,1067,2873.881156
Woburn,2,1,456,560,1025,2760.757437
Woburn,2,2,286,320,619,1667.22815
Woburn,3,1,376,641,1027,2766.14428
Woburn,3,2,471,701,1184,3189.011517
Woburn,4,1,429,805,1246,3356.003674
Woburn,4,2,365,473,847,2281.32834
Woburn,5,1,423,583,1018,2741.903483
Woburn,5,2,387,592,992,2671.874514
Woburn,6,1,309,449,765,2060.467745
Woburn,6,2,373,619,1002,2698.808733
Woburn,7,1,460,805,1272,3426.032643
Woburn,7,2,440,742,1194,3215.945736
Worcester,1,1,715,735,1468,6917.236479
Worcester,1,2,674,825,1509,7110.429051
Worcester,1,3,434,556,998,4702.589922
Worcester,1,4,718,591,1317,6205.722373
Worcester,1,5,606,696,1319,6215.1464
Worcester,2,1,590,588,1191,5612.008615
Worcester,2,2,571,603,1195,5630.856671
Worcester,2,3,476,614,1115,5253.895555
Worcester,2,4,500,319,825,3887.411509
Worcester,2,5,177,49,232,1093.187236
Worcester,3,1,493,503,1008,4749.710062
Worcester,3,2,176,124,305,1437.164255
Worcester,3,3,324,289,628,2959.144761
Worcester,3,4,238,88,333,1569.100645
Worcester,3,5,483,358,854,4024.059914
Worcester,4,1,235,160,409,1927.213706
Worcester,4,2,338,312,661,3114.641221
Worcester,4,3,214,66,285,1342.923976
Worcester,4,4,303,375,687,3237.153584
Worcester,4,5,483,455,956,4504.685337
Worcester,5,1,286,233,523,2464.383296
Worcester,5,2,384,409,808,3807.307272
Worcester,5,3,535,715,1259,5932.425563
Worcester,5,4,467,606,1096,5164.36729
Worcester,5,5,480,513,1004,4730.862006
Worcester,6,1,186,125,316,1488.996408
Worcester,6,2,291,196,505,2379.567045
Worcester,6,3,296,256,560,2638.727812
Worcester,6,4,196,164,367,1729.30912
Worcester,6,5,366,425,804,3788.459216
Worcester,7,1,564,448,1025,4829.814299
Worcester,7,2,319,244,574,2704.696007
Worcester,7,3,454,391,857,4038.195955
Worcester,7,4,412,469,897,4226.676513
Worcester,7,5,471,547,1030,4853.374369
Worcester,8,1,213,156,375,1767.005231
Worcester,8,2,166,79,249,1173.291474
Worcester,8,3,263,69,340,1602.084743
Worcester,8,4,309,152,477,2247.630654
Worcester,8,5,237,194,437,2059.150096
Worcester,9,1,563,420,999,4707.301936
Worcester,9,2,590,438,1040,4900.494508
Worcester,9,3,607,509,1130,5324.575764
Worcester,9,4,620,664,1294,6097.346052
Worcester,9,5,682,702,1401,6601.531544
Worcester,10,1,307,176,495,2332.446905
Worcester,10,2,241,129,378,1781.141273
Worcester,10,3,302,87,407,1917.789678
Worcester,10,4,133,44,182,857.586539
Worcester,10,5,230,60,298,1404.180157
Worthington,-,1,335,229,570,1156
Wrentham,-,1,440,1222,1679,3443.175777
Wrentham,-,2,565,1642,2217,4546.468551
Wrentham,-,3,412,1018,1446,2965.355672
Yarmouth,-,1,733,996,1747,3779.791852
Yarmouth,-,2,698,1087,1804,3903.116486
Yarmouth,-,3,491,670,1172,2535.727562
Yarmouth,-,4,629,916,1563,3381.691279
Yarmouth,-,5,524,854,1390,3007.390197
Yarmouth,-,6,511,748,1275,2758.577339
Yarmouth,-,7,809,1227,2046,4426.705283
