City/Town,Ward,Pct,Edward J. Markey,Gabriel E. Gomez,Total Votes Cast,pop by share of vote
Springfield,2,F,149,83,235,2289.8586707410236
Springfield,2,G,190,144,338,3293.498854087089
Springfield,2,H,164,105,270,2630.9014514896867
Springfield,3,A,126,30,156,1520.0763941940413
Springfield,3,B,114,21,137,1334.938884644767
Springfield,3,C,88,21,114,1110.8250572956456
Springfield,3,D,116,15,131,1276.474407944996
Springfield,3,E,91,14,107,1042.616501145913
Springfield,3,F,113,37,151,1471.3559969442322
Springfield,3,G,58,11,69,672.3414820473644
Springfield,3,H,92,41,135,1315.4507257448433
Springfield,4,A,234,29,263,2562.6928953399542
Springfield,4,B,219,16,235,2289.8586707410236
Springfield,4,C,119,7,126,1227.7540106951874
Springfield,4,D,125,13,139,1354.4270435446906
Springfield,4,E,118,12,130,1266.7303284950342
Springfield,4,F,70,5,75,730.8059587471352
Springfield,4,G,242,23,266,2591.9251336898396
Springfield,4,H,170,12,183,1783.16653934301
Springfield,5,A,192,30,222,2163.1856378915204
Springfield,5,B,173,63,237,2309.3468296409474
Springfield,5,C,138,76,216,2104.7211611917496
Springfield,5,D,242,200,445,4336.115355233002
Springfield,5,E,221,78,300,2923.2238349885406
Springfield,5,F,250,113,363,3537.1008403361348
Springfield,5,G,227,219,449,4375.091673032849
Springfield,5,H,212,147,362,3527.3567608861727
Springfield,6,A,137,62,203,1978.0481283422462
Springfield,6,B,237,155,394,3839.1673032849503
Springfield,6,C,150,131,283,2757.5744843391903
Springfield,6,D,233,187,421,4102.257448433919
Springfield,6,E,124,48,176,1714.9579831932774
Springfield,6,F,131,49,182,1773.4224598930482
Springfield,6,G,162,101,263,2562.6928953399542
Springfield,6,H,161,148,315,3069.385026737968
Springfield,7,A,195,179,378,3683.2620320855613
Springfield,7,B,292,260,558,5437.196333078687
Springfield,7,C,257,235,494,4813.575248281131
Springfield,7,D,195,196,394,3839.1673032849503
Springfield,7,E,125,89,217,2114.4652406417113
Springfield,7,F,285,235,522,5086.409472880061
Springfield,7,G,217,224,448,4365.347593582887
Springfield,7,H,132,109,241,2348.3231474407944
Springfield,8,A,149,115,265,2582.1810542398775
Springfield,8,B,150,93,244,2377.55538579068
Springfield,8,C,190,55,245,2387.2994652406414
Springfield,8,D,67,52,121,1179.0336134453783
Springfield,8,E,99,45,147,1432.379679144385
Springfield,8,F,118,84,202,1968.3040488922843
Springfield,8,G,150,138,289,2816.038961038961
Springfield,8,H,144,40,184,1792.910618792972
Sterling,-,1,347,669,1026,4048.008084891359
Sterling,-,2,299,648,953,3759.991915108641
Stockbridge,-,1,422,107,537,1947.0
Stoneham,-,1,386,295,688,2799.6689445709944
Stoneham,-,2,425,358,787,3202.5282839787396
Stoneham,-,3,446,402,854,3475.17046317388
Stoneham,-,4,353,389,748,3043.826119969628
Stoneham,-,5,350,402,761,3096.7268413059987
Stoneham,-,6,354,375,738,3003.133257403189
Stoneham,-,7,351,336,692,2815.9460895975703
Stoughton,-,1,332,324,662,3614.5897124341836
Stoughton,-,2,329,301,634,3461.7067638720127
Stoughton,-,3,287,286,578,3155.9408667476714
Stoughton,-,4,310,449,762,4160.600243013366
Stoughton,-,5,263,231,495,2702.75212636695
Stoughton,-,6,481,376,861,4701.150668286756
Stoughton,-,7,275,247,527,2877.4754961522885
Stoughton,-,8,238,179,419,2287.784123126772
Stow,-,1,500,479,984,3366.853582554517
Stow,-,2,532,400,942,3223.1464174454827
Sturbridge,-,1,264,364,630,3053.786610878661
Sturbridge,-,2,222,425,649,3145.8849372384934
Sturbridge,-,3,247,385,633,3068.3284518828455
Sudbury,-,1,468,389,866,2754.447766570605
Sudbury,-,1A,143,148,294,935.1127521613832
Sudbury,-,2,669,395,1075,3419.2047910662823
Sudbury,-,3,614,515,1144,3638.670028818444
Sudbury,-,4,681,424,1114,3543.2503602305474
Sudbury,-,5,612,439,1059,3368.3143011527377
Sunderland,-,1,488,203,695,3684.0
Sutton,-,1,193,542,736,3303.339008512769
Sutton,-,2,183,461,646,2899.3980971457186
Sutton,-,3,195,417,615,2760.2628943415125
Swampscott,-,1,312,207,523,2124.514142604596
Swampscott,-,2,328,218,547,2222.006187389511
Swampscott,-,3,286,185,476,1933.592221567472
Swampscott,-,4,411,272,685,2782.5854449027693
Swampscott,-,5,314,232,548,2226.0683559222157
Swampscott,-,6,349,264,615,2498.2336476134356
Swansea,-,1,165,203,369,3391.7641946697568
Swansea,-,2,184,150,335,3079.243916570104
Swansea,-,3,171,175,347,3189.545191193511
Swansea,-,4,125,191,317,2913.792004634994
Swansea,-,5,155,202,358,3290.654692931634
Taunton,1,A,185,145,331,2748.0377414561663
Taunton,1,B,233,275,511,4242.4389301634465
Taunton,2,A,152,73,227,1884.605943536404
Taunton,2,B,182,131,315,2615.2020802377415
Taunton,3,A,261,188,451,3744.3052005943537
Taunton,3,B,225,264,490,4068.092124814265
Taunton,4,A,177,289,466,3868.838632986627
Taunton,4,B,194,215,412,3420.518276374443
Taunton,5,A,168,151,322,2673.3176820208023
Taunton,5,B,198,122,321,2665.0154531946505
Taunton,6,A,157,97,256,2125.370579494799
Taunton,6,B,223,163,392,3254.4736998514118
Taunton,7,A,294,290,587,4873.408320950965
Taunton,7,B,203,291,494,4101.301040118871
Taunton,8,A,211,308,520,4317.158989598812
Taunton,8,B,272,353,635,5271.91530460624
Templeton,-,A,265,461,734,2991.628687690743
Templeton,-,B,236,403,651,2653.3382502543236
Templeton,-,C,233,341,581,2368.033062054934
Tewksbury,-,1,273,412,688,3652.6430797433545
Tewksbury,-,1A,262,445,717,3806.606232813932
Tewksbury,-,2,262,354,620,3291.62603116407
Tewksbury,-,2A,216,316,537,2850.9728689275894
Tewksbury,-,3,275,479,760,4034.8964252978917
Tewksbury,-,3A,264,438,705,3742.897341888176
Tewksbury,-,4,284,428,720,3822.533455545371
Tewksbury,-,4A,285,417,708,3758.824564619615
Tisbury,-,1,660,271,934,3949.0
Tolland,-,1,32,89,122,485.0
Topsfield,-,1,708,1067,1789,6085.0
Townsend,-,1,190,419,612,3105.57816941444
Townsend,-,2,209,358,568,2882.3013075611143
Townsend,-,3,194,385,579,2938.120523024446
Truro,-,1,492,202,698,2003.0
Tyngsborough,-,1,194,343,539,2838.8003731343288
Tyngsborough,-,2,182,323,506,2664.9962686567164
Tyngsborough,-,3,208,349,559,2944.136194029851
Tyngsborough,-,4,168,367,540,2844.067164179104
Tyringham,-,1,91,33,124,327.0
Upton,-,1,331,443,779,3855.129921259843
Upton,-,2,278,458,745,3686.870078740157
Uxbridge,-,1,197,411,611,3646.220399113082
Uxbridge,-,2,235,347,586,3497.0297117516634
Uxbridge,-,3,149,371,521,3109.1339246119733
Uxbridge,-,4,192,341,537,3204.6159645232815
Wakefield,-,1,381,490,876,3916.161377084454
Wakefield,-,2,271,310,585,2615.244755244755
Wakefield,-,3,332,378,715,3196.4102564102564
Wakefield,-,4,392,433,828,3701.5771920387306
Wakefield,-,5,433,429,863,3858.044826967904
Wakefield,-,6,461,390,862,3853.5743231127844
Wakefield,-,7,378,463,848,3790.9872691411156
Wales,-,1,217,271,499,1838.0
Walpole,-,1,225,325,551,2541.2090438781374
Walpole,-,2,294,397,699,3223.7842498562945
Walpole,-,3,300,407,711,3279.1281854761446
Walpole,-,4,266,332,601,2771.808775627515
Walpole,-,5,184,335,525,2421.2971833684614
Walpole,-,6,250,412,670,3090.0364054416555
Walpole,-,7,255,460,718,3311.412147921058
Walpole,-,8,264,472,744,3431.324008430734
Waltham,1,1,367,325,698,4526.324705882353
Waltham,1,2,455,370,829,5375.821176470588
Waltham,2,1,395,295,693,4493.901176470588
Waltham,2,2,235,121,361,2340.978823529412
Waltham,3,1,395,372,768,4980.254117647059
Waltham,3,2,388,299,689,4467.9623529411765
Waltham,4,1,381,345,728,4720.865882352941
Waltham,4,2,89,61,150,972.7058823529413
Waltham,5,1,379,261,644,4176.150588235294
Waltham,5,2,274,122,398,2580.9129411764707
Waltham,6,1,360,187,551,3573.0729411764705
Waltham,6,2,246,144,392,2542.004705882353
Waltham,7,1,373,277,655,4247.482352941176
Waltham,7,2,146,61,208,1348.818823529412
Waltham,8,1,313,98,412,2671.698823529412
Waltham,8,2,323,179,505,3274.776470588235
Waltham,9,1,211,112,326,2114.014117647059
Waltham,9,2,237,101,343,2224.2541176470586
Ware,-,A,208,192,403,3027.7138508371386
Ware,-,B,121,246,368,2764.76103500761
Ware,-,C,208,333,543,4079.5251141552512
Wareham,-,1,305,323,631,3650.4989395546127
Wareham,-,2,355,348,712,4119.104984093319
Wareham,-,3,319,391,713,4124.890243902439
Wareham,-,4,269,336,609,3523.2232237539765
Wareham,-,5,263,381,645,3731.4925768822905
Wareham,-,6,176,282,462,2672.7900318133616
Warren,-,A,208,385,597,3789.3634116192834
Warren,-,B,108,102,212,1345.636588380717
Warwick,-,1,131,70,203,780.0
Washington,-,1,90,50,142,538.0
Watertown,-,1,338,147,486,2242.401330056383
Watertown,-,2,388,110,504,2325.453231169582
Watertown,-,3,493,141,638,2943.7284950122885
Watertown,-,4,636,166,807,3723.4935665751045
Watertown,-,5,446,115,565,2606.906896053202
Watertown,-,6,352,134,488,2251.6293190689607
Watertown,-,7,505,233,741,3418.9699291600405
Watertown,-,8,435,172,611,2819.1506433424893
Watertown,-,9,274,130,407,1877.8957640595634
Watertown,-,10,395,259,657,3031.394390631777
Watertown,-,11,343,164,507,2339.295214688449
Watertown,-,12,367,136,506,2334.68122018216
Wayland,-,1,620,327,948,3396.2812241521924
Wayland,-,2,616,297,918,3288.803970223325
Wayland,-,3,508,269,779,2790.8260270195756
Wayland,-,4,569,410,982,3518.0887786049075
Webster,-,1,147,202,356,2691.186654643823
Webster,-,2,122,134,264,1995.711451758341
Webster,-,3,155,228,386,2917.972046889089
Webster,-,4,211,500,713,5389.932822362489
Webster,-,5,202,293,499,3772.197024346258
Wellesley,-,A,558,411,971,3700.1936538199648
Wellesley,-,B,682,384,1068,4069.8319487947706
Wellesley,-,C,439,632,1076,4100.317581370012
Wellesley,-,D,697,397,1097,4180.3423668800215
Wellesley,-,E,521,412,938,3574.4404194470926
Wellesley,-,F,385,304,694,2644.62862590222
Wellesley,-,G,378,158,537,2046.3480866131008
Wellesley,-,H,504,453,962,3665.8973171728176
Wellfleet,-,1,763,349,1118,2750.0
Wendell,-,1,235,56,295,848.0
Wenham,-,1,409,545,959,4875.0
West Boylston,-,1,332,541,876,3732.246666666667
West Boylston,-,2,324,596,924,3936.753333333333
West Bridgewater,-,1,223,456,685,3635.8096699923253
West Bridgewater,-,2,211,405,618,3280.1903300076747
West Brookfield,-,1,320,459,780,3701.0
West Newbury,-,1,550,634,1193,4235.0
West Springfield,-,1,90,59,152,1065.2757343865712
West Springfield,-,2,110,116,229,1604.921994569242
West Springfield,-,3,182,249,433,3034.634164403851
West Springfield,-,4,218,290,514,3602.3139965440632
West Springfield,-,5,304,522,828,5802.94939521106
West Springfield,-,6,278,494,775,5431.504566773636
West Springfield,-,7,247,526,776,5438.512959763021
West Springfield,-,8,138,194,344,2410.887188348556
West Stockbridge,-,1,326,83,410,1306.0
West Tisbury,-,1,649,189,841,2740.0
Westborough,-,1,323,254,580,2813.3156357844437
Westborough,-,2,268,250,523,2536.8346164056275
Westborough,-,3,416,349,770,3734.9190337138307
Westborough,-,4,441,519,962,4666.223520042474
Westborough,-,5,431,498,932,4520.707194053623
Westfield,1,A,210,380,592,4096.943078477602
Westfield,1,B,195,301,500,3460.255978443921
Westfield,2,A,131,90,222,1536.3536544291007
Westfield,2,B,192,219,415,2872.0124621084537
Westfield,3,A,95,112,210,1453.3075109464467
Westfield,3,B,236,332,571,3951.612327382957
Westfield,4,A,92,151,245,1695.525429437521
Westfield,4,B,262,494,764,5287.27113506231
Westfield,5,A,249,458,708,4899.722465476591
Westfield,5,B,235,486,723,5003.53014482991
Westfield,6,A,165,388,554,3833.963624115864
Westfield,6,B,151,280,434,3003.5021892893233
Westford,-,1,346,501,852,3887.393889004365
Westford,-,2,338,472,813,3709.4498025358553
Westford,-,3,366,484,853,3891.956557888173
Westford,-,4,401,433,843,3846.3298690500933
Westford,-,5,380,437,821,3745.9511536063187
Westford,-,6,264,362,629,2869.9187279151947
Westhampton,-,1,250,208,464,1607.0
Westminster,-,1,234,447,683,3196.264308681672
Westminster,-,2,284,584,872,4080.7356913183276
Weston,-,1,460,389,852,3206.675133689839
Weston,-,2,414,359,778,2928.1610962566842
Weston,-,3,314,306,621,2337.259692513369
Weston,-,4,361,377,741,2788.9040775401068
Westport,-,A,192,214,408,2583.390134529148
Westport,-,B,313,354,670,4242.331838565023
Westport,-,C,198,163,366,2317.452914798206
Westport,-,D,177,195,374,2368.107623318386
Westport,-,E,319,312,635,4020.7174887892374
Westwood,-,1,493,552,1052,3821.6043737574555
Westwood,-,2,478,621,1103,4006.872266401591
Westwood,-,3,512,525,1040,3778.0119284294237
Westwood,-,4,311,512,829,3011.511431411531
Weymouth,-,1,283,308,593,3147.3038712225953
Weymouth,-,2,317,390,712,3778.8876160379223
Weymouth,-,3,294,351,657,3486.979162551847
Weymouth,-,4,254,334,595,3157.918724076634
Weymouth,-,5,250,227,488,2590.024096385542
Weymouth,-,6,295,364,661,3508.2088682599247
Weymouth,-,7,209,273,494,2621.8686549476593
Weymouth,-,8,261,273,538,2855.39541773652
Weymouth,-,9,295,364,661,3508.2088682599247
Weymouth,-,10,194,216,414,2197.2745407860953
Weymouth,-,11,238,294,537,2850.0879913095005
Weymouth,-,12,260,320,583,3094.2296069523995
Weymouth,-,13,195,196,393,2085.8185858186844
Weymouth,-,14,197,209,406,2154.815129369939
Weymouth,-,15,239,347,592,3141.996444795576
Weymouth,-,16,278,408,695,3688.66136677859
Weymouth,-,17,210,212,427,2266.2710843373493
Weymouth,-,18,254,418,680,3609.0499703732967
Whately,-,1,231,145,381,1496.0
Whitman,-,1,318,460,801,3999.203652653342
Whitman,-,2,238,380,626,3125.470020675396
Whitman,-,3,300,432,746,3724.6016540317023
Whitman,-,4,275,444,729,3639.7246726395592
Wilbraham,-,A,310,498,815,3578.9021000617663
Wilbraham,-,B,264,469,735,3227.5988264360717
Wilbraham,-,C,245,488,741,3253.9465719579985
Wilbraham,-,D,310,631,947,4158.552501544163
Williamsburg,-,1,603,199,805,2482.0
Williamstown,-,1,562,141,703,3439.155835962145
Williamstown,-,2,210,27,237,1159.4309148264983
Williamstown,-,3,529,114,645,3155.4132492113567
Wilmington,-,1,281,416,699,3538.58843537415
Wilmington,-,2,249,447,701,3548.7131519274376
Wilmington,-,3,253,407,665,3366.468253968254
Wilmington,-,4,293,530,829,4196.695011337868
Wilmington,-,5,352,444,800,4049.8866213151928
Wilmington,-,6,287,424,716,3624.648526077098
Winchendon,-,1,124,196,327,2740.5207485760784
Winchendon,-,1A,38,53,91,762.6525630593978
Winchendon,-,2,168,215,387,3243.3685923515054
Winchendon,-,3,168,253,424,3553.458096013019
Winchester,-,1,482,322,807,2690.503509592887
Winchester,-,2,363,274,640,2133.7326470129465
Winchester,-,3,608,342,964,3213.9347995632506
Winchester,-,4,483,410,900,3000.561534861956
Winchester,-,5,373,433,808,2693.837466853845
Winchester,-,6,365,418,787,2623.824364373733
Winchester,-,7,441,460,904,3013.8973639057867
Winchester,-,8,323,273,601,2003.708313835595
Windsor,-,1,130,65,196,899.0
Winthrop,-,1,332,299,633,3309.11293695847
Winthrop,-,2,265,248,516,2697.4759486106964
Winthrop,-,3,272,202,474,2477.9139527935467
Winthrop,-,4,374,231,605,3162.73827308037
Winthrop,-,5,344,299,647,3382.30026889752
Winthrop,-,6,283,183,472,2467.4586196593964
Woburn,1,1,267,206,476,2420.640341515475
Woburn,1,2,291,255,556,2827.4706510138744
Woburn,2,1,297,246,549,2791.872998932764
Woburn,2,2,188,141,335,1703.6019210245465
Woburn,3,1,204,314,524,2664.7385272145143
Woburn,3,2,278,415,697,3544.5090715048023
Woburn,4,1,285,328,619,3147.8495197438633
Woburn,4,2,225,256,488,2481.6648879402346
Woburn,5,1,227,226,459,2334.188900747065
Woburn,5,2,282,328,617,3137.6787620064038
Woburn,6,1,131,140,272,1383.223052294557
Woburn,6,2,208,299,515,2618.9701173959447
Woburn,7,1,334,388,728,3702.1558164354324
Woburn,7,2,277,379,661,3361.4354322305226
Worcester,1,1,423,380,809,6921.805529300567
Worcester,1,2,452,431,885,7572.061672967863
Worcester,1,3,268,295,565,4834.141068052931
Worcester,1,4,596,381,983,8410.549858223061
Worcester,1,5,297,287,589,5039.4851134215505
Worcester,2,1,348,352,706,6040.537334593573
Worcester,2,2,330,340,679,5809.525283553875
Worcester,2,3,322,328,654,5595.625236294896
Worcester,2,4,343,130,474,4055.544896030246
Worcester,2,5,173,49,226,1933.656427221172
Worcester,3,1,258,179,438,3747.528827977316
Worcester,3,2,85,33,119,1018.164224952741
Worcester,3,3,193,145,339,2900.484640831758
Worcester,3,4,166,43,209,1788.204395085066
Worcester,3,5,283,156,447,3824.5328449905483
Worcester,4,1,167,72,241,2061.9964555765596
Worcester,4,2,175,110,286,2447.0165406427222
Worcester,4,3,161,37,200,1711.2003780718337
Worcester,4,4,176,153,332,2840.5926275992438
Worcester,4,5,295,211,510,4363.560964083176
Worcester,5,1,175,96,271,2318.676512287335
Worcester,5,2,251,198,452,3867.312854442344
Worcester,5,3,299,320,622,5321.833175803403
Worcester,5,4,295,274,572,4894.0330812854445
Worcester,5,5,286,247,535,4577.461011342155
Worcester,6,1,112,36,150,1283.4002835538752
Worcester,6,2,161,82,249,2130.4444706994327
Worcester,6,3,158,110,272,2327.2325141776937
Worcester,6,4,110,93,204,1745.4243856332705
Worcester,6,5,213,171,386,3302.616729678639
Worcester,7,1,364,221,587,5022.373109640832
Worcester,7,2,190,123,313,2678.0285916824196
Worcester,7,3,326,184,511,4372.116965973535
Worcester,7,4,241,186,429,3670.5248109640834
Worcester,7,5,264,215,482,4123.992911153119
Worcester,8,1,127,56,186,1591.4163516068054
Worcester,8,2,81,38,122,1043.8322306238185
Worcester,8,3,104,17,123,1052.3882325141776
Worcester,8,4,246,86,339,2900.484640831758
Worcester,8,5,138,93,236,2019.2164461247637
Worcester,9,1,308,202,516,4414.89697542533
Worcester,9,2,497,266,769,6579.5654536862
Worcester,9,3,267,231,500,4278.000945179584
Worcester,9,4,376,363,743,6357.109404536862
Worcester,9,5,445,375,822,7033.033553875236
Worcester,10,1,204,77,283,2421.3485349716448
Worcester,10,2,177,57,239,2044.8844517958414
Worcester,10,3,233,29,264,2258.7844990548206
Worcester,10,4,128,25,153,1309.0682892249529
Worcester,10,5,121,18,139,1189.2842627599243
Worthington,-,1,212,133,347,1156.0
Wrentham,-,1,226,470,700,3692.103996148291
Wrentham,-,2,220,474,696,3671.0062590274433
Wrentham,-,3,253,424,681,3591.8897448242656
Yarmouth,-,1,522,563,1086,4121.741585579837
Yarmouth,-,2,439,591,1030,3909.202424629127
Yarmouth,-,3,284,338,624,2368.293507736481
Yarmouth,-,4,357,475,836,3172.9060456213115
Yarmouth,-,5,271,342,615,2334.135428297974
Yarmouth,-,6,358,401,762,2892.0507257935874
Yarmouth,-,7,551,759,1316,4994.670282341681
