City/Town,Ward,Pct,John F. Kerry,Michael E. Cloud,Total Votes Cast,,
Worcester,9,3,"1,096",184,"1,418",,
Worcester,9,4,"1,096",177,"1,417",,
Worcester,9,5,"1,113",219,"1,454",,
Worcester,10,1,447,93,606,,
Worcester,10,2,321,61,437,,
Worcester,10,3,374,59,476,,
Worcester,10,4,223,24,274,,
Worcester,10,5,299,29,402,,
Worthington,-,1,314,115,530,,
Wrentham,-,1,895,261,"1,266",,
Wrentham,-,2,"1,093",364,"1,618",,
Wrentham,-,3,919,218,"1,254",,
Yarmouth,-,1,"1,185",370,"1,755",,
Yarmouth,-,2,"1,275",413,"1,930",,
Yarmouth,-,3,818,259,"1,209",,
Yarmouth,-,4,"1,101",307,"1,564",,
Yarmouth,-,5,"1,069",273,"1,475",,
Yarmouth,-,6,945,244,"1,359",,
Yarmouth,-,7,"1,339",436,"2,053",,
TOTALS,,,"1,605,976","369,807","2,220,301",,
