City/Town,Ward,Pct,Elizabeth A. Warren,Scott P. Brown,Total Votes Cast,
Worcester,6,4,475,288,773,
Worcester,6,5,710,493,"1,219",
Worcester,7,1,920,539,"1,473",
Worcester,7,2,686,354,"1,050",
Worcester,7,3,921,520,"1,458",
Worcester,7,4,748,523,"1,284",
Worcester,7,5,836,660,"1,510",
Worcester,8,1,559,206,774,
Worcester,8,2,502,131,644,
Worcester,8,3,700,110,820,
Worcester,8,4,767,226,"1,009",
Worcester,8,5,494,272,780,
Worcester,9,1,953,579,"1,544",
Worcester,9,2,903,605,"1,525",
Worcester,9,3,729,536,"1,277",
Worcester,9,4,987,862,"1,859",
Worcester,9,5,957,829,"1,795",
Worcester,10,1,628,243,885,
Worcester,10,2,636,194,843,
Worcester,10,3,772,112,903,
Worcester,10,4,547,98,662,
Worcester,10,5,668,94,772,
Worthington,-,1,455,271,730,
Wrentham,-,1,633,"1,476","2,120",
Wrentham,-,2,596,"1,564","2,167",
Wrentham,-,3,650,"1,411","2,080",
Yarmouth,-,1,"1,031","1,122","2,163",
Yarmouth,-,2,"1,033","1,196","2,255",
Yarmouth,-,3,768,818,"1,591",
Yarmouth,-,4,919,"1,066","2,001",
Yarmouth,-,5,770,945,"1,719",
Yarmouth,-,6,839,933,"1,783",
Yarmouth,-,7,"1,052","1,406","2,469",
TOTALS,,,"1,696,346","1,458,048","3,184,196",
