City/Town,Ward,Pct,John F. Kerry,Jeffrey K. Beatty,Total Votes Cast,,
Westford,-,6,"1,077",804,"1,997",,
Westhampton,-,1,695,326,"1,114",,
Westminster,-,1,"1,150",923,"2,193",,
Westminster,-,2,"1,098",890,"2,109",,
Weston,-,1,"1,104",639,"1,816",,
Weston,-,2,902,562,"1,547",,
Weston,-,3,853,604,"1,530",,
Weston,-,4,919,606,"1,610",,
Westport,-,A,"1,188",383,"1,696",,
Westport,-,B,"1,223",632,"1,986",,
Westport,-,C,996,318,"1,441",,
Westport,-,D,"1,006",410,"1,562",,
Westport,-,E,"1,262",585,"1,985",,
Westwood,-,1,"1,209",907,"2,236",,
Westwood,-,2,"1,245",867,"2,243",,
Westwood,-,3,"1,268",828,"2,222",,
Westwood,-,4,"1,070",866,"2,074",,
Weymouth,-,1,897,455,"1,427",,
Weymouth,-,2,938,573,"1,620",,
Weymouth,-,3,995,600,"1,686",,
Weymouth,-,4,924,620,"1,631",,
Weymouth,-,5,827,410,"1,321",,
Weymouth,-,6,"1,034",627,"1,776",,
Weymouth,-,7,"1,002",629,"1,735",,
Weymouth,-,8,926,440,"1,463",,
Weymouth,-,9,"1,010",615,"1,700",,
Weymouth,-,10,696,379,"1,159",,
Weymouth,-,11,954,588,"1,627",,
Weymouth,-,12,982,643,"1,721",,
Weymouth,-,13,819,397,"1,283",,
Weymouth,-,14,867,460,"1,406",,
Weymouth,-,15,"1,001",605,"1,690",,
Weymouth,-,16,"1,008",675,"1,792",,
Weymouth,-,17,804,416,"1,300",,
Weymouth,-,18,894,624,"1,593",,
Whately,-,1,675,246,994,,
Whitman,-,1,"1,110",681,"1,911",,
Whitman,-,2,966,710,"1,763",,
Whitman,-,3,976,698,"1,789",,
Whitman,-,4,"1,002",692,"1,786",,
Wilbraham,-,A,"1,181",743,"2,092",,
Wilbraham,-,B,"1,126",807,"2,119",,
Wilbraham,-,C,"1,061",898,"2,127",,
Wilbraham,-,D,"1,135",915,"2,246",,
Williamsburg,-,1,"1,257",318,"1,700",,
Williamstown,-,1,"1,193",332,"1,582",,
Williamstown,-,2,482,54,560,,
Williamstown,-,3,"1,264",243,"1,596",,
Wilmington,-,1,"1,085",716,"1,925",,
Wilmington,-,2,"1,088",784,"1,992",,
Wilmington,-,3,"1,114",822,"2,068",,
Wilmington,-,4,"1,054",840,"2,016",,
Wilmington,-,5,"1,214",802,"2,144",,
Wilmington,-,6,"1,054",742,"1,897",,
Winchendon,-,1,773,424,"1,306",,
Winchendon,-,2,883,635,"1,646",,
Winchendon,-,3,759,501,"1,371",,
Winchester,-,1,994,514,"1,577",,
Winchester,-,2,768,382,"1,234",,
Winchester,-,3,"1,093",504,"1,713",,
Winchester,-,4,"1,035",609,"1,733",,
Winchester,-,5,902,637,"1,618",,
Winchester,-,6,810,708,"1,603",,
Winchester,-,7,895,634,"1,630",,
Winchester,-,8,886,429,"1,400",,
Windsor,-,1,398,118,557,,
Winthrop,-,1,911,471,"1,533",,
Winthrop,-,2,"1,000",525,"1,634",,
Winthrop,-,3,937,420,"1,450",,
Winthrop,-,4,972,438,"1,509",,
Winthrop,-,5,974,496,"1,594",,
Winthrop,-,6,940,375,"1,432",,
Woburn,1,1,755,422,"1,241",,
Woburn,1,2,896,448,"1,445",,
Woburn,2,1,873,418,"1,380",,
Woburn,2,2,593,256,913,,
Woburn,3,1,790,487,"1,371",,
Woburn,3,2,895,561,"1,547",,
Woburn,4,1,895,636,"1,630",,
Woburn,4,2,691,403,"1,177",,
Woburn,5,1,962,475,"1,533",,
Woburn,5,2,860,509,"1,463",,
Woburn,6,1,680,361,"1,105",,
Woburn,6,2,807,429,"1,341",,
Woburn,7,1,853,611,"1,565",,
Woburn,7,2,837,581,"1,518",,
Worcester,1,1,"1,275",583,"1,999",,
Worcester,1,2,"1,297",652,"2,089",,
Worcester,1,3,747,470,"1,300",,
Worcester,1,4,"1,182",463,"1,768",,
Worcester,1,5,"1,153",543,"1,838",,
Worcester,2,1,"1,070",444,"1,638",,
Worcester,2,2,"1,043",482,"1,652",,
Worcester,2,3,"1,013",458,"1,590",,
Worcester,2,4,"1,082",262,"1,444",,
Worcester,2,5,607,60,797,,
Worcester,3,1,"1,013",414,"1,540",,
Worcester,3,2,436,122,614,,
Worcester,3,3,744,248,"1,068",,
Worcester,3,4,570,112,749,,
Worcester,3,5,"1,082",311,"1,520",,
Worcester,4,1,582,125,786,,
Worcester,4,2,791,258,"1,148",,
Worcester,4,3,614,76,796,,
Worcester,4,4,784,289,"1,190",,
Worcester,4,5,928,336,"1,390",,
Worcester,5,1,722,190,"1,002",,
Worcester,5,2,929,313,"1,378",,
Worcester,5,3,"1,079",512,"1,735",,
Worcester,5,4,"1,039",491,"1,652",,
Worcester,5,5,"1,055",387,"1,554",,
Worcester,6,1,549,104,705,,
Worcester,6,2,683,179,926,,
Worcester,6,3,729,198,996,,
Worcester,6,4,346,122,513,,
Worcester,6,5,855,338,"1,354",,
Worcester,7,1,"1,080",369,"1,555",,
Worcester,7,2,752,218,"1,060",,
Worcester,7,3,"1,004",314,"1,426",,
Worcester,7,4,915,369,"1,400",,
Worcester,7,5,"1,029",408,"1,539",,
Worcester,8,1,558,133,766,,
Worcester,8,2,573,91,727,,
Worcester,8,3,514,65,632,,
Worcester,8,4,747,121,971,,
Worcester,8,5,582,167,840,,
Worcester,9,1,"1,020",322,"1,456",,
Worcester,9,2,"1,060",329,"1,514",,
Worcester,9,3,"1,132",388,"1,649",,
Worcester,9,4,"1,163",499,"1,793",,
Worcester,9,5,"1,271",553,"1,932",,
Worcester,10,1,627,160,882,,
Worcester,10,2,550,126,752,,
Worcester,10,3,672,91,860,,
Worcester,10,4,448,54,558,,
Worcester,10,5,553,60,765,,
Worthington,-,1,476,208,758,,
Wrentham,-,1,"1,013",797,"1,928",,
Wrentham,-,2,"1,256","1,118","2,529",,
Wrentham,-,3,"1,021",609,"1,714",,
Yarmouth,-,1,"1,130",916,"2,159",,
Yarmouth,-,2,"1,131","1,051","2,279",,
Yarmouth,-,3,803,684,"1,557",,
Yarmouth,-,4,"1,036",880,"1,998",,
Yarmouth,-,5,987,785,"1,858",,
Yarmouth,-,6,925,723,"1,717",,
Yarmouth,-,7,"1,248","1,204","2,571",,
TOTALS,,,"1,971,974","926,044","3,102,995",,
