City/Town,Ward,Pct,Kerry/ Edwards,Bush/ Cheney,Total Votes Cast,,,,,
Springfield,8,C,599,195,807,,,,,
Springfield,8,D,354,142,513,,,,,
Springfield,8,E,348,148,506,,,,,
Springfield,8,F,491,242,746,,,,,
Springfield,8,G,623,294,937,,,,,
Springfield,8,H,489,143,647,,,,,
Sterling,-,1,998,"1,079","2,123",,,,,
Sterling,-,2,"1,095","1,173","2,319",,,,,
Stockbridge,-,1,982,247,"1,260",,,,,
Stoneham,-,1,"1,022",574,"1,618",,,,,
Stoneham,-,2,971,628,"1,618",,,,,
Stoneham,-,3,"1,104",786,"1,910",,,,,
Stoneham,-,4,926,658,"1,606",,,,,
Stoneham,-,5,"1,027",730,"1,782",,,,,
Stoneham,-,6,987,733,"1,743",,,,,
Stoneham,-,7,915,632,"1,560",,,,,
Stoughton,-,1,"1,101",683,"1,817",,,,,
Stoughton,-,2,"1,023",658,"1,710",,,,,
Stoughton,-,3,982,656,"1,661",,,,,
Stoughton,-,4,"1,211",897,"2,142",,,,,
Stoughton,-,5,878,568,"1,479",,,,,
Stoughton,-,6,"1,322",610,"1,975",,,,,
Stoughton,-,7,"1,045",496,"1,570",,,,,
Stoughton,-,8,690,328,"1,033",,,,,
Stow,-,1,"2,203","1,468","3,754",,,,,
Sturbridge,-,1,"1,232",966,"2,233",,,,,
Sturbridge,-,2,"1,240","1,181","2,450",,,,,
Sudbury,-,1,"1,198",844,"2,084",,,,,
Sudbury,-,2,"1,218",672,"1,925",,,,,
Sudbury,-,3,"1,205",743,"1,972",,,,,
Sudbury,-,4,"1,279",646,"1,972",,,,,
Sudbury,-,5,"1,201",702,"1,941",,,,,
Sunderland,-,1,"1,294",379,"1,753",,,,,
Sutton,-,1,725,937,"1,697",,,,,
Sutton,-,2,739,837,"1,620",,,,,
Sutton,-,3,722,710,"1,466",,,,,
Swampscott,-,1,"1,023",461,"1,508",,,,,
Swampscott,-,2,696,379,"1,108",,,,,
Swampscott,-,3,813,398,"1,246",,,,,
Swampscott,-,4,901,438,"1,361",,,,,
Swampscott,-,5,846,458,"1,329",,,,,
Swampscott,-,6,912,545,"1,495",,,,,
Swansea,-,1,"1,075",649,"1,745",,,,,
Swansea,-,2,"1,061",599,"1,684",,,,,
Swansea,-,3,"1,052",497,"1,578",,,,,
Swansea,-,4,"1,028",634,"1,679",,,,,
Swansea,-,5,"1,040",657,"1,723",,,,,
Taunton,1,A,775,421,"1,208",,,,,
Taunton,1,B,932,620,"1,565",,,,,
Taunton,2,A,568,253,834,,,,,
Taunton,2,B,724,325,"1,070",,,,,
Taunton,3,A,906,390,"1,309",,,,,
Taunton,3,B,"1,018",610,"1,639",,,,,
Taunton,4,A,807,533,"1,367",,,,,
Taunton,4,B,825,533,"1,372",,,,,
Taunton,5,A,812,378,"1,206",,,,,
Taunton,5,B,730,339,"1,093",,,,,
Taunton,6,A,635,363,"1,015",,,,,
Taunton,6,B,814,417,"1,249",,,,,
Taunton,7,A,967,568,"1,557",,,,,
Taunton,7,B,893,750,"1,666",,,,,
Taunton,8,A,933,616,"1,565",,,,,
Taunton,8,B,867,688,"1,573",,,,,
Templeton,-,A,"1,011",821,"1,869",,,,,
Templeton,-,B,858,610,"1,498",,,,,
Tewksbury,-,1,894,886,"1,803",,,,,
Tewksbury,-,1A,928,845,"1,797",,,,,
Tewksbury,-,2,961,788,"1,766",,,,,
Tewksbury,-,2A,928,834,"1,785",,,,,
Tewksbury,-,3,"1,058",967,"2,053",,,,,
Tewksbury,-,3A,965,949,"1,940",,,,,
Tewksbury,-,4,923,816,"1,766",,,,,
Tewksbury,-,4A,"1,082",804,"1,904",,,,,
Tisbury,-,1,"1,669",566,"2,288",,,,,
Tolland,-,1,109,128,238,,,,,
Topsfield,-,1,"1,731","1,890","3,733",,,,,
Townsend,-,1,709,848,"1,580",,,,,
Townsend,-,2,745,800,"1,570",,,,,
Townsend,-,3,725,773,"1,528",,,,,
Truro,-,1,"1,049",392,"1,464",,,,,
Tyngsborough,-,1,709,706,"1,436",,,,,
Tyngsborough,-,2,644,678,"1,340",,,,,
Tyngsborough,-,3,620,630,"1,268",,,,,
Tyngsborough,-,4,778,801,"1,600",,,,,
Tyringham,-,1,172,92,266,,,,,
Upton,-,1,"1,966","1,727","3,761",,,,,
Uxbridge,-,1,750,707,"1,474",,,,,
Uxbridge,-,2,"1,060",768,"1,853",,,,,
Uxbridge,-,3,840,841,"1,706",,,,,
Uxbridge,-,4,806,778,"1,598",,,,,
Wakefield,-,1,"1,186",908,"2,131",,,,,
Wakefield,-,2,984,625,"1,627",,,,,
Wakefield,-,3,"1,061",785,"1,874",,,,,
Wakefield,-,4,"1,153",868,"2,055",,,,,
Wakefield,-,5,"1,112",758,"1,899",,,,,
Wakefield,-,6,"1,226",808,"2,078",,,,,
Wakefield,-,7,"1,198",895,"2,120",,,,,
Wales,-,1,466,415,896,,,,,
Walpole,-,1,868,727,"1,615",,,,,
Walpole,-,2,831,795,"1,642",,,,,
Walpole,-,3,888,781,"1,685",,,,,
Walpole,-,4,899,814,"1,736",,,,,
Walpole,-,5,545,592,"1,145",,,,,
Walpole,-,6,897,704,"1,622",,,,,
Walpole,-,7,854,837,"1,722",,,,,
Walpole,-,8,721,869,"1,614",,,,,
Waltham,1,1,946,654,"1,640",,,,,
Waltham,1,2,"1,102",652,"1,786",,,,,
Waltham,2,1,911,618,"1,552",,,,,
Waltham,2,2,754,416,"1,182",,,,,
Waltham,3,1,928,778,"1,748",,,,,
Waltham,3,2,954,588,"1,577",,,,,
Waltham,4,1,"1,017",705,"1,768",,,,,
Waltham,4,2,371,199,583,,,,,
Waltham,5,1,866,523,"1,427",,,,,
Waltham,5,2,739,293,"1,048",,,,,
Waltham,6,1,851,378,"1,255",,,,,
Waltham,6,2,976,455,"1,488",,,,,
Waltham,7,1,"1,172",657,"1,901",,,,,
Waltham,7,2,238,90,335,,,,,
Waltham,8,1,729,272,"1,060",,,,,
Waltham,8,2,812,447,"1,311",,,,,
Waltham,9,1,542,224,798,,,,,
Waltham,9,2,609,279,911,,,,,
Ware,-,A,786,409,"1,211",,,,,
Ware,-,B,839,577,"1,435",,,,,
Ware,-,C,969,672,"1,662",,,,,
Wareham,-,1,"1,050",665,"1,734",,,,,
Wareham,-,2,"1,081",695,"1,803",,,,,
Wareham,-,3,943,708,"1,684",,,,,
Wareham,-,4,"1,004",679,"1,702",,,,,
Wareham,-,5,"1,017",751,"1,792",,,,,
Wareham,-,6,846,605,"1,465",,,,,
Warren,-,A,842,744,"1,608",,,,,
Warren,-,B,310,261,584,,,,,
Warwick,-,1,269,123,398,,,,,
Washington,-,1,211,104,321,,,,,
Watertown,-,1,768,324,"1,123",,,,,
Watertown,-,2,897,274,"1,204",,,,,
Watertown,-,3,969,312,"1,325",,,,,
Watertown,-,4,"1,131",332,"1,509",,,,,
Watertown,-,5,984,315,"1,334",,,,,
Watertown,-,6,884,290,"1,210",,,,,
Watertown,-,7,"1,057",438,"1,527",,,,,
Watertown,-,8,"1,025",431,"1,490",,,,,
Watertown,-,9,600,218,842,,,,,
Watertown,-,10,892,464,"1,384",,,,,
Watertown,-,11,865,421,"1,304",,,,,
Watertown,-,12,898,372,"1,309",,,,,
Wayland,-,1,"1,301",625,"1,972",,,,,
Wayland,-,2,"1,313",580,"1,923",,,,,
Wayland,-,3,"1,209",589,"1,827",,,,,
Wayland,-,4,"1,334",801,"2,179",,,,,
Webster,-,1,695,458,"1,165",,,,,
Webster,-,2,513,341,867,,,,,
Webster,-,3,692,539,"1,250",,,,,
Webster,-,4,870,913,"1,810",,,,,
Webster,-,5,819,579,"1,410",,,,,
Wellesley,-,A,"1,433",812,"2,304",,,,,
Wellesley,-,B,"1,421",802,"2,283",,,,,
Wellesley,-,C,"1,114","1,156","2,331",,,,,
Wellesley,-,D,"1,304",656,"2,018",,,,,
Wellesley,-,E,"1,311",819,"2,205",,,,,
Wellesley,-,F,"1,171",660,"1,885",,,,,
Wellesley,-,G,860,306,"1,195",,,,,
Wellfleet,-,1,"1,443",622,"2,110",,,,,
Wendell,-,1,429,69,534,,,,,
Wenham,-,1,"1,076","1,154","2,271",,,,,
W. Boylston,-,1,906,750,"1,695",,,,,
W. Boylston,-,2,"1,002","1,025","2,066",,,,,
W. Bridgewater,-,1,809,"1,028","1,868",,,,,
W. Bridgewater,-,2,859,963,"1,851",,,,,
W. Brookfield,-,1,963,889,"1,887",,,,,
W. Newbury,-,1,"1,364","1,183","2,590",,,,,
W. Springfield,-,1,458,213,686,,,,,
W. Springfield,-,2,532,294,842,,,,,
W. Springfield,-,3,779,571,"1,369",,,,,
W. Springfield,-,4,"1,025",623,"1,667",,,,,
W. Springfield,-,5,"1,085",937,"2,052",,,,,
W. Springfield,-,6,993,821,"1,845",,,,,
W. Springfield,-,7,"1,012","1,040","2,085",,,,,
W. Springfield,-,8,762,513,"1,295",,,,,
W. Stockbridge,-,1,691,196,906,,,,,
W. Tisbury,-,1,"1,393",333,"1,759",,,,,
Westborough,-,1,780,454,"1,268",,,,,
Westborough,-,2,892,642,"1,613",,,,,
Westborough,-,3,990,605,"1,659",,,,,
Westborough,-,4,"1,150",887,"2,120",,,,,
Westborough,-,5,"1,093",909,"2,072",,,,,
Westfield,1,A,863,765,"1,680",,,,,
Westfield,1,B,760,607,"1,407",,,,,
Westfield,2,A,539,305,869,,,,,
Westfield,2,B,701,542,"1,265",,,,,
Westfield,3,A,496,304,819,,,,,
Westfield,3,B,871,604,"1,513",,,,,
Westfield,4,A,499,410,934,,,,,
Westfield,4,B,973,914,"1,921",,,,,
Westfield,5,A,860,771,"1,655",,,,,
Westfield,5,B,958,938,"1,917",,,,,
Westfield,6,A,865,748,"1,637",,,,,
Westfield,6,B,679,660,"1,367",,,,,
Westford,-,1,938,873,"1,844",,,,,
Westford,-,2,"1,006",864,"1,916",,,,,
Westford,-,3,994,989,"2,037",,,,,
Westford,-,4,"1,057",895,"1,993",,,,,
Westford,-,5,"1,110",921,"2,065",,,,,
Westford,-,6,886,871,"1,793",,,,,
Westhampton,-,1,573,409,"1,007",,,,,
Westminster,-,1,"1,006",970,"2,014",,,,,
Westminster,-,2,"1,005",966,"2,011",,,,,
Weston,-,1,"1,060",682,"1,776",,,,,
Weston,-,2,859,600,"1,502",,,,,
Weston,-,3,802,655,"1,484",,,,,
Weston,-,4,919,637,"1,586",,,,,
Westport,-,A,"1,032",476,"1,531",,,,,
Westport,-,B,"1,100",749,"1,890",,,,,
Westport,-,C,940,457,"1,411",,,,,
Westport,-,D,972,495,"1,480",,,,,
Westport,-,E,"1,105",692,"1,827",,,,,
Westwood,-,1,"1,050",955,"2,040",,,,,
Westwood,-,2,"1,187",950,"2,171",,,,,
Westwood,-,3,"1,179",929,"2,147",,,,,
Westwood,-,4,956,"1,014","2,009",,,,,
Weymouth,-,1,880,521,"1,417",,,,,
Weymouth,-,2,888,629,"1,534",,,,,
Weymouth,-,3,970,671,"1,664",,,,,
Weymouth,-,4,837,646,"1,509",,,,,
Weymouth,-,5,821,473,"1,311",,,,,
Weymouth,-,6,955,698,"1,675",,,,,
Weymouth,-,7,951,724,"1,690",,,,,
Weymouth,-,8,826,508,"1,354",,,,,
Weymouth,-,9,928,655,"1,603",,,,,
Weymouth,-,10,688,407,"1,111",,,,,
Weymouth,-,11,917,627,"1,557",,,,,
Weymouth,-,12,952,707,"1,687",,,,,
Weymouth,-,13,685,435,"1,132",,,,,
Weymouth,-,14,784,519,"1,324",,,,,
Weymouth,-,15,907,749,"1,671",,,,,
Weymouth,-,16,858,808,"1,691",,,,,
Weymouth,-,17,738,502,"1,256",,,,,
Weymouth,-,18,782,633,"1,438",,,,,
Whately,-,1,637,280,935,,,,,
Whitman,-,1,923,761,"1,714",,,,,
Whitman,-,2,881,790,"1,689",,,,,
Whitman,-,3,916,828,"1,775",,,,,
Whitman,-,4,877,816,"1,723",,,,,
Wilbraham,-,A,"1,122",902,"2,070",,,,,
Wilbraham,-,B,"1,005",996,"2,045",,,,,
Wilbraham,-,C,937,"1,028","2,015",,,,,
Wilbraham,-,D,"1,019","1,051","2,110",,,,,
Williamsburg,-,1,"1,144",388,"1,585",,,,,
Williamstown,-,1,"1,154",351,"1,531",,,,,
Williamstown,-,2,490,75,576,,,,,
Williamstown,-,3,"1,305",333,"1,659",,,,,
Wilmington,-,1,946,821,"1,789",,,,,
Wilmington,-,2,924,908,"1,851",,,,,
Wilmington,-,3,963,906,"1,897",,,,,
Wilmington,-,4,981,926,"1,930",,,,,
Wilmington,-,5,"1,064",902,"1,985",,,,,
Wilmington,-,6,962,853,"1,834",,,,,
Winchendon,-,1,650,519,"1,191",,,,,
Winchendon,-,2,780,684,"1,492",,,,,
Winchendon,-,3,699,615,"1,330",,,,,
Winchester,-,1,988,553,"1,573",,,,,
Winchester,-,2,762,408,"1,198",,,,,
Winchester,-,3,"1,100",513,"1,652",,,,,
Winchester,-,4,958,625,"1,614",,,,,
Winchester,-,5,855,735,"1,611",,,,,
Winchester,-,6,736,833,"1,601",,,,,
Winchester,-,7,904,672,"1,605",,,,,
Winchester,-,8,803,475,"1,307",,,,,
Windsor,-,1,358,165,530,,,,,
Winthrop,-,1,910,592,"1,531",,,,,
Winthrop,-,2,986,588,"1,595",,,,,
Winthrop,-,3,879,502,"1,397",,,,,
Winthrop,-,4,940,491,"1,452",,,,,
Winthrop,-,5,944,615,"1,591",,,,,
Winthrop,-,6,921,429,"1,378",,,,,
Woburn,1,1,695,497,"1,202",,,,,
Woburn,1,2,819,518,"1,357",,,,,
Woburn,2,1,815,514,"1,355",,,,,
Woburn,2,2,515,359,891,,,,,
Woburn,3,1,755,569,"1,335",,,,,
Woburn,3,2,784,704,"1,503",,,,,
Woburn,4,1,848,715,"1,586",,,,,
Woburn,4,2,662,447,"1,126",,,,,
Woburn,5,1,691,456,"1,164",,,,,
Woburn,5,2,771,570,"1,356",,,,,
Woburn,6,1,582,455,"1,057",,,,,
Woburn,6,2,691,568,"1,275",,,,,
Woburn,7,1,865,666,"1,554",,,,,
Woburn,7,2,829,705,"1,552",,,,,
Worcester,1,1,"1,158",651,"1,845",,,,,
Worcester,1,2,"1,227",700,"1,949",,,,,
Worcester,1,3,696,497,"1,210",,,,,
Worcester,1,4,"1,096",535,"1,664",,,,,
Worcester,1,5,"1,015",635,"1,673",,,,,
Worcester,2,1,956,511,"1,482",,,,,
Worcester,2,2,"1,007",525,"1,551",,,,,
Worcester,2,3,956,539,"1,527",,,,,
Worcester,2,4,925,375,"1,322",,,,,
Worcester,2,5,598,172,776,,,,,
Worcester,3,1,949,496,"1,472",,,,,
Worcester,3,2,397,145,565,,,,,
Worcester,3,3,620,305,937,,,,,
Worcester,3,4,485,156,658,,,,,
Worcester,3,5,832,395,"1,255",,,,,
Worcester,4,1,550,181,743,,,,,
Worcester,4,2,712,327,"1,067",,,,,
Worcester,4,3,498,161,673,,,,,
Worcester,4,4,778,398,"1,200",,,,,
Worcester,4,5,905,419,"1,355",,,,,
Worcester,5,1,677,255,946,,,,,
Worcester,5,2,938,408,"1,363",,,,,
Worcester,5,3,960,598,"1,583",,,,,
Worcester,5,4,"1,006",537,"1,568",,,,,
Worcester,5,5,951,443,"1,424",,,,,
Worcester,6,1,487,173,671,,,,,
Worcester,6,2,548,230,800,,,,,
Worcester,6,3,658,261,939,,,,,
Worcester,6,4,354,170,540,,,,,
Worcester,6,5,788,465,"1,269",,,,,
Worcester,7,1,"1,002",436,"1,461",,,,,
Worcester,7,2,645,262,916,,,,,
Worcester,7,3,824,368,"1,215",,,,,
Worcester,7,4,777,419,"1,219",,,,,
Worcester,7,5,914,449,"1,379",,,,,
Worcester,8,1,495,196,709,,,,,
Worcester,8,2,413,134,554,,,,,
Worcester,8,3,496,103,636,,,,,
Worcester,8,4,673,208,902,,,,,
Worcester,8,5,470,205,688,,,,,
Worcester,9,1,957,415,"1,405",,,,,
Worcester,9,2,985,420,"1,428",,,,,
Worcester,9,3,"1,165",467,"1,656",,,,,
Worcester,9,4,"1,100",593,"1,729",,,,,
Worcester,9,5,"1,182",581,"1,789",,,,,
Worcester,10,1,622,231,872,,,,,
Worcester,10,2,501,137,656,,,,,
Worcester,10,3,533,140,687,,,,,
Worcester,10,4,325,95,430,,,,,
Worcester,10,5,458,126,593,,,,,
Worthington,-,1,500,268,787,,,,,
Wrentham,-,1,852,891,"1,765",,,,,
Wrentham,-,2,"1,044","1,235","2,325",,,,,
Wrentham,-,3,844,730,"1,610",,,,,
Yarmouth,-,1,"1,152",941,"2,136",,,,,
Yarmouth,-,2,"1,181","1,116","2,334",,,,,
Yarmouth,-,3,866,699,"1,584",,,,,
Yarmouth,-,4,"1,176",887,"2,100",,,,,
Yarmouth,-,5,"1,072",832,"1,926",,,,,
Yarmouth,-,6,948,774,"1,764",,,,,
Yarmouth,-,7,"1,257","1,280","2,579",,,,,
TOTALS,,,"1,803,800","1,071,109","2,927,455",,,,,
